,external_mall_id,block_id,average_dwell_time,median_dwell_time,store_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,mall_name,mall_country,mall_id,total_mall_area,store_name,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,service_charges_r12m,marketing_costs_r12m,real_estate_taxes_r12m,maintenance_works_r12m
1914,17,4378,1288.4408744378445,900.0,5773.0,16516.38,758136.0,586.65,26928.33,214713,9855768,366,Westfield Rosny 2,France,15.0,98221.7,store_1720,31/01/2018,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,706958.42,138603.0,247.0,17371.0,0.0,9824.0,2278.0
1915,13,7604,801.4563166575041,540.0,21.0,86385.2,294717.6,3129.9,10678.17,863852,2947176,276,Westfield Donau Zentrum,Austria,0.0,108440.8,store_21,01/07/1996,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,23197438.0,105524.0,2555.0,16873.0,0.0,13029.0,2351.0
1918,10,4670,289.53675021120813,180.0,1257.0,2385.54,602587.62,84.73,21403.39,31012,7833639,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_565,11/10/2017,2099-01-01 00:00:00,Home,Furniture & Interior Design,Home textile,3927752.0,1017533.0,111.3,36664.0,28877.0,119426.0,3841.0
1922,13,7717,719.0111474268955,420.0,27.0,92787.8,878964.6,3349.74,31731.57,927878,8789646,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_27,23/10/1986,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1132286.07,1599329.0,3387.0,7192.0,0.0,33000.0,2351.0
1923,15,503,340.9553100677881,120.0,5399.0,8711.67,398250.67,544.48,24890.67,26135,1194752,48,Westfield Parly 2,France,12.0,108792.5,store_1972,01/06/2002,30/11/2023,Fashion apparel,Women's Fashion,Women's Fashion,3755715.0,111891.0,0.0,30119.0,8114.0,11600.0,6372.0
1924,16,1878,764.1770433558464,360.0,5346.0,33181.69,1345021.08,1178.58,47773.97,431362,17485274,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_783,19/09/2022,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,2257478.0,207428.0,571.0,79836.0,0.0,2679.0,380.0
1926,33,6945,445.3356440546085,180.0,1946.0,5796.18,458711.45,200.5,15867.38,63758,5045826,318,Westfield Mokotow,Poland,5.0,65330.2,store_49,06/09/2000,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,808564.0,36241.0,61.9,20312.5,0.0,1363.0,21867.5
1928,36,1084,1237.9824404228632,900.0,7174.0,2885.0,207154.75,118.97,8542.46,11540,828619,97,Westfield CentrO,Germany,35.0,139180.0,store_142,19/11/2016,2099-01-01 00:00:00,Services,Photo services,Photo Development,429658.0,1267885.0,83.0,15495.0,0.0,8695.0,5966.0
1929,18,11047,203.7974683544304,180.0,9377.0,6438.0,395570.75,334.44,20549.13,25752,1582283,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3300,18/01/2021,23/09/2024,Food & Beverage Services,Sweet moments,Patisseries & Bakeries & Donuts,1858304.21,81968.0,0.0,20531.5,0.0,22456.5,36945.0
1931,14,5008,402.8830763224673,180.0,5067.0,1428.69,494726.54,50.75,17572.25,18573,6431445,366,Westfield La Part Dieu,France,17.0,141267.4,store_2026,18/11/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,13519698.0,129116.0,43.6,211504.0,8219.0,6473.0,3610.0
1932,33,6771,2634.8040007454806,2220.0,2044.0,3912.55,657068.73,135.34,22728.79,43038,7227756,318,Westfield Mokotow,Poland,5.0,65330.2,store_1038,01/02/2016,2099-01-01 00:00:00,Health & Beauty,Hair & Body,Hairdressers,2805125.0,79762.0,100.1,3906.0,4976.0,12005.0,21867.5
1933,33,6948,687.810131631432,360.0,1988.0,623.86,247688.43,25.1,9964.48,4367,1733819,174,Westfield Mokotow,Poland,5.0,65330.2,store_442,10/11/2012,05/01/2024,Bags & Footwear & Accessories,Leath. Bags/Luggage,Leather bags and accessories,1756943.0,1211143.0,0.0,-855.0,1821.0,12005.0,58897.0
1934,33,6948,687.810131631432,360.0,2248.0,623.86,247688.43,25.1,9964.48,4367,1733819,174,Westfield Mokotow,Poland,5.0,65330.2,store_1095,23/07/2024,2099-01-01 00:00:00,Luxury,Luxury Jewellery,Luxury Jewellery,469597.0,68500.0,64.9,14946.0,0.0,12005.0,21867.5
1936,15,592,1333.5048231511255,300.0,5508.0,3051.4,459137.0,125.06,18817.09,15257,2295685,122,Westfield Parly 2,France,12.0,108792.5,store_793,20/07/2016,13/05/2024,Health & Beauty,"Perfumery, beautycare",Monobrand Luxury,996944.83,89932.0,0.0,17371.0,5605.0,11600.0,6372.0
1938,25,6189,412.4683621691019,180.0,11547.0,12188.77,1134749.62,432.93,40305.31,158454,14751745,366,Westfield Parquesur,Spain,61.0,91858.1,store_4194,03/04/2022,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones accessories,2610558.0,216611.0,49.0,12871.0,0.0,18402.0,33275.5
1939,18,11134,683.28047868362,420.0,9416.0,21912.25,620071.0,1138.3,32211.48,87649,2480284,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_90,18/03/2021,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,246881.0,34320.0,262.0,20531.5,0.0,22456.5,36945.0
1940,15,447,321.777714060428,180.0,5406.0,4895.23,553171.0,173.87,19648.15,63638,7191223,366,Westfield Parly 2,France,12.0,108792.5,store_2083,01/12/2002,2099-01-01 00:00:00,Services,Clothing-related services,Clothes repairs,2584770.0,246481.0,0.0,1142.0,8922.0,11600.0,54299.0
1941,12,2938,2190.7758698872394,1500.0,4702.0,74664.54,586456.38,2726.51,21415.54,970639,7623933,356,Westfield Forum Des Halles,France,19.0,74438.4,store_166,22/11/2022,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,57191907.0,1795156.0,476.0,160935.0,0.0,9285.0,1408.0
1942,22,6689,565.1216324465619,300.0,4372.0,3856.25,501053.92,136.1,17684.26,46275,6012647,340,Westfield Euralille,France,26.0,58389.7,store_1355,23/12/1998,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,411160.0,68583.0,142.0,29846.0,15367.0,6377.0,2748.0
1943,32,11376,246.57574391343556,180.0,12403.0,16445.33,1231164.5,620.58,46459.04,98672,7386987,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_2627,10/11/2023,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,360743.0,110203.0,175.94,6530.0,0.0,6959.5,8741.5
1944,14,5061,461.37980972303234,240.0,4917.0,7749.31,686835.77,275.25,24395.81,100741,8928865,366,Westfield La Part Dieu,France,17.0,141267.4,store_39,17/07/2018,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,2604332.0,13506.0,116.0,511.0,7375.0,2899.0,3610.0
1945,33,6923,296.5527527397704,180.0,2180.0,2407.73,137501.27,83.29,4756.33,26485,1512514,318,Westfield Mokotow,Poland,5.0,65330.2,store_1077,15/09/2022,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,1591069.0,234960.0,146.4,5437.0,33760.0,12577.0,2443.0
1946,24,2250,2416.0800312486435,1980.0,10967.0,18975.85,174254.0,674.01,6189.35,246686,2265302,366,Westfield Glòries,Spain,62.0,35087.8,store_3836,01/01/2015,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,805998.0,390000.0,452.55,47318.0,0.0,2259.0,8032.5
1948,30,7499,822.1059018402675,600.0,1913.0,58654.8,790150.0,2690.59,36245.41,293274,3950750,109,Westfield Arkadia,Poland,6.0,77325.5,store_995,26/09/2024,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,120999.99,16849.0,2076.9,23311.0,0.0,13818.0,4137.0
1952,10,4544,539.7006802721088,180.0,1425.0,980.0,100120.67,42.61,4353.07,2940,300362,69,Westfield Chodov,Czech Republic,4.0,91831.5,store_279,29/09/2022,22/05/2024,Fashion apparel,Family Fashion,Family Fashion,11782819.89,868534.0,0.0,19114.0,0.0,10276.0,342.0
1953,10,4544,539.7006802721088,180.0,1425.0,731.8,80592.0,27.93,3076.03,3659,402960,131,Westfield Chodov,Czech Republic,4.0,91831.5,store_279,29/09/2022,22/05/2024,Fashion apparel,Family Fashion,Family Fashion,11782819.89,868534.0,0.0,19114.0,0.0,10276.0,342.0
1954,10,4544,539.7006802721088,180.0,1425.0,0.0,70698.75,0.0,3288.31,0,282795,86,Westfield Chodov,Czech Republic,4.0,91831.5,store_279,29/09/2022,22/05/2024,Fashion apparel,Family Fashion,Family Fashion,11782819.89,868534.0,0.0,19114.0,0.0,10276.0,342.0
1955,17,4392,397.01700718010494,180.0,5659.0,9103.15,777565.69,323.34,27618.45,118341,10108354,366,Westfield Rosny 2,France,15.0,98221.7,store_30,01/01/1995,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Jeans,250098.0,253340.0,182.0,70094.0,9000.0,156195.0,2278.0
1956,30,7380,398.61316830678703,180.0,1838.0,6189.27,650114.18,232.36,24407.02,68082,7151256,293,Westfield Arkadia,Poland,6.0,77325.5,store_898,15/03/2022,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,568520.0,2628598.0,110.0,29427.0,6133.0,13818.0,4137.0
1958,17,4370,681.6755793226381,180.0,5727.0,6486.83,351664.33,268.42,14551.63,38921,2109986,145,Westfield Rosny 2,France,15.0,98221.7,store_170,03/12/2012,05/06/2024,Fashion apparel,Women's Fashion,Women's Fashion,224493.0,220189.0,0.0,498828.0,18307.0,55549.0,2278.0
1959,32,11520,887.3770148628846,240.0,12071.0,2808.5,906947.5,105.98,34224.43,16851,5441685,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_2396,13/09/2011,2099-01-01 00:00:00,Health & Beauty,Hair & Body,Hairdressers,23352710.92,170171.0,63.25,-1015.0,4046.0,6959.5,105849.0
1963,13,7589,237.938216243149,180.0,282.0,11150.9,915106.2,402.56,33036.32,111509,9151062,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_252,13/11/2021,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Socks & Pantyhose,3134094.0,163812.0,79.0,17122.0,1223.0,39550.0,2351.0
1964,15,469,2766.9279296501627,2700.0,5584.0,8106.85,157588.92,288.74,5612.76,105389,2048656,365,Westfield Parly 2,France,12.0,108792.5,store_2114,10/10/2020,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Brasseries & Local Kitchen,1038192.19,5350970.0,265.6,17371.0,9495.0,11600.0,14684.0
1965,22,6711,665.6595908230842,300.0,4442.0,17112.83,497135.5,603.98,17545.96,205354,5965626,340,Westfield Euralille,France,26.0,58389.7,store_1413,27/10/2016,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,29637423.0,93170.0,130.0,65957.0,0.0,17866.0,49093.0
1966,25,6220,327.27436823104694,180.0,11447.0,7860.92,1174305.0,279.21,41710.29,102192,15265965,366,Westfield Parquesur,Spain,61.0,91858.1,store_4007,18/05/2015,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,155874.0,129318.0,54.0,24068.0,1705.0,18402.0,33275.5
1967,28,5811,324.5030250648228,180.0,9922.0,2031.46,665079.23,72.16,23623.03,26409,8646030,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3631,28/04/2016,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,99353941.0,125076.0,55.0,7492.0,9051.0,14095.0,19952.0
1968,12,2847,605.0251701257899,240.0,4541.0,35812.62,1489408.0,1279.02,53193.14,465564,19362304,364,Westfield Forum Des Halles,France,19.0,74438.4,store_1378,27/06/1998,2099-01-01 00:00:00,Culture & Media & Technology,Computer Products & Electronics games,"Video games, softwares",801178.84,282247.0,96.0,25521.0,4194.0,9285.0,5489.0
1969,17,4374,533.9856608197682,240.0,5737.0,13188.08,661120.77,468.43,23482.43,171445,8594570,366,Westfield Rosny 2,France,15.0,98221.7,store_554,20/03/2014,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,237162.0,283462.0,357.0,159755.0,4563.0,20478.5,556.0
1970,25,6175,564.2503169298144,240.0,11544.0,7368.85,794508.0,261.73,28220.23,95795,10328604,366,Westfield Parquesur,Spain,61.0,91858.1,store_3959,05/12/2021,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,30698222.0,23795184.0,25.0,13050.0,0.0,819.0,33275.5
1971,32,11435,570.1149105537961,420.0,12115.0,55320.83,906640.67,2087.58,34212.86,331925,5439844,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4358,13/09/2011,2099-01-01 00:00:00,Gifts,Toys,Toys,2117877.0,117348.0,561.37,20608.0,2796.0,45290.0,8741.5
1974,19,7205,520.3126995913408,360.0,717.0,29696.64,235069.09,1138.2,9009.62,326663,2585760,287,Westfield Shopping City Süd,Austria,1.0,120306.9,store_257,02/10/2023,2099-01-01 00:00:00,Food Stores & Mass Merchandise,Grocery,Grocery,10025498.1,145868.0,565.0,23258.0,0.0,6934.0,1693.0
1976,24,2330,535.6931738212527,240.0,11088.0,2297.2,529651.5,82.04,18916.13,22972,5296515,280,Westfield Glòries,Spain,62.0,35087.8,store_2952,08/04/2024,2099-01-01 00:00:00,Home,Furniture & Interior Design,General home furniture,1206019.0,415359.0,182.61,113982.0,0.0,13474.0,8032.5
1977,24,2330,535.6931738212527,240.0,11088.0,8439.0,338993.0,444.16,17841.74,8439,338993,19,Westfield Glòries,Spain,62.0,35087.8,store_2952,08/04/2024,2099-01-01 00:00:00,Home,Furniture & Interior Design,General home furniture,1206019.0,415359.0,182.61,113982.0,0.0,13474.0,8032.5
1978,24,2330,535.6931738212527,240.0,10954.0,2297.2,529651.5,82.04,18916.13,22972,5296515,280,Westfield Glòries,Spain,62.0,35087.8,store_4064,12/12/2012,31/01/2024,Home,Furniture & Interior Design,Home textile,4854175.0,38363.0,0.0,18445.5,30417.0,13474.0,21582.0
1979,24,2330,535.6931738212527,240.0,10954.0,8439.0,338993.0,444.16,17841.74,8439,338993,19,Westfield Glòries,Spain,62.0,35087.8,store_4064,12/12/2012,31/01/2024,Home,Furniture & Interior Design,Home textile,4854175.0,38363.0,0.0,18445.5,30417.0,13474.0,21582.0
1980,25,6316,371.179051228214,240.0,11398.0,24526.08,1310491.54,871.14,46547.51,318839,17036390,366,Westfield Parquesur,Spain,61.0,91858.1,store_707,27/08/2010,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,32913489.0,1427021.0,538.0,18445.5,18606.0,10637.0,30871.0
1981,36,1153,460.3955778200034,240.0,7182.0,5512.75,1009623.25,227.33,41633.95,22051,4038493,97,Westfield CentrO,Germany,35.0,139180.0,store_786,11/05/2017,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,39986890.0,22680.0,235.0,21528.0,0.0,10222.0,5966.0
1983,30,7305,432.9095541401274,180.0,1718.0,13750.18,950714.55,516.22,35692.35,151252,10457860,293,Westfield Arkadia,Poland,6.0,77325.5,store_23,27/09/2014,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,232780.0,646550.0,172.08,17270.0,0.0,29185.0,1715.0
1984,26,6452,711.2767527675277,420.0,11272.0,1778.38,235055.62,63.17,8348.97,23119,3055723,366,Westfield La Maquinista,Spain,64.0,73650.1,store_3807,18/03/2021,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,274466.0,148946.0,65.0,11945.0,16578.0,12232.5,12770.0
1986,33,6973,305.56250476698955,180.0,2173.0,13034.91,264251.82,450.89,9140.79,143384,2906770,318,Westfield Mokotow,Poland,5.0,65330.2,store_774,22/04/2022,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport general store,886574.63,191835.0,1360.3,20502.0,13412.0,12005.0,21867.5
1987,36,1149,287.47141600703605,180.0,7327.0,4994.75,891809.0,205.97,36775.63,19979,3567236,97,Westfield CentrO,Germany,35.0,139180.0,store_462,07/12/2023,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,275723.0,92562.0,206.0,41176.0,12393.0,10222.0,5966.0
1988,14,5009,276.19379507284253,120.0,4948.0,8820.62,455874.62,313.3,16192.27,114668,5926370,366,Westfield La Part Dieu,France,17.0,141267.4,store_1734,28/11/2020,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,99985.0,86091.0,142.9,17371.0,0.0,12933.0,3610.0
1992,16,1857,504.0166930866035,240.0,5348.0,6143.77,913416.77,218.22,32443.77,79869,11874418,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_2069,17/10/2022,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,763134.0,5569755.0,97.0,-5655.0,0.0,1801.0,305.0
1993,36,1314,465.4797943116121,360.0,7259.0,60794.5,577411.25,2506.99,23810.77,243178,2309645,97,Westfield CentrO,Germany,35.0,139180.0,store_145,13/07/2022,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,225579.0,102912.0,451.0,30929.0,0.0,1921.0,36216.0
1994,10,4600,631.4501292266283,360.0,1314.0,82679.46,1053994.77,2936.7,37436.97,1074833,13701932,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_367,30/07/2020,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,41602855.0,39487.0,1230.6,10944.0,0.0,10276.0,3841.0
1995,10,4677,224.3132154006244,120.0,1439.0,2583.22,525567.44,89.76,18262.96,23249,4730107,259,Westfield Chodov,Czech Republic,4.0,91831.5,store_776,04/11/2022,27/09/2024,Fashion apparel,Family Fashion,Jeans,658422.93,45394.0,103.3,17764.0,0.0,10276.0,3841.0
1997,12,2842,545.2415482606565,180.0,4709.0,4110.0,247762.46,146.38,8824.42,53430,3220912,365,Westfield Forum Des Halles,France,19.0,74438.4,store_1924,07/04/2023,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,1738562.0,107169.0,82.0,17371.0,0.0,9285.0,3221.0
1998,18,11256,3132.092091335249,3120.0,9392.0,15347.0,192666.75,797.25,10008.66,61388,770667,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3308,18/10/2020,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Pub & Sports bar,190280.0,180000.0,3223.0,36074.0,971.0,22456.5,36945.0
2001,36,1275,271.75847376300334,180.0,7262.0,22013.0,762252.5,907.75,31433.09,88052,3049010,97,Westfield CentrO,Germany,35.0,139180.0,store_78,11/08/2022,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",5416375.0,102102.0,64.0,16378.0,13518.0,10222.0,5966.0
2002,28,5745,381.6506204374046,180.0,9824.0,23283.69,979536.15,827.02,34792.27,302688,12733970,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3592,12/11/2015,2099-01-01 00:00:00,Home,Furniture & Interior Design,Decoration accessories / Design,391833.0,124577.0,199.0,16002.0,19081.0,11717.0,19952.0
2003,30,7344,270.84711143006984,180.0,1666.0,5380.73,733921.55,202.01,27553.37,59188,8073137,293,Westfield Arkadia,Poland,6.0,77325.5,store_54,09/06/2009,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,408871.0,255212.0,60.0,10797.0,0.0,164.0,4137.0
2004,30,7387,329.04670197400094,180.0,1668.0,4848.45,733742.55,182.02,27546.65,53333,8071168,293,Westfield Arkadia,Poland,6.0,77325.5,store_704,20/10/2004,2099-01-01 00:00:00,Bags & Footwear & Accessories,Leath. Bags/Luggage,Luggage,638526.0,330337.0,106.0,20312.5,0.0,2283.0,1795.0
2006,16,1654,3374.5323470365884,2460.0,5208.0,93427.31,602898.38,3318.46,21414.42,1214555,7837679,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1325,07/11/2014,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,849695.0,642447.0,295.0,793.0,0.0,13227.5,6289.0
2008,30,7431,285.74985942646,180.0,1793.0,5635.55,608690.55,211.57,22851.86,61991,6695596,293,Westfield Arkadia,Poland,6.0,77325.5,store_293,10/05/2019,2099-01-01 00:00:00,Bags & Footwear & Accessories,Leath. Bags/Luggage,Luggage,1064432.0,28719.0,59.0,75361.0,0.0,31474.0,4137.0
2009,16,2469,1792.6992962924062,1620.0,5361.0,3928.0,382385.08,139.52,13581.98,51064,4971006,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1820,07/04/2023,2099-01-01 00:00:00,Health & Beauty,Hair & Body,Hairdressers,316214.0,243078.0,50.0,87.0,0.0,13227.5,1208.0
2011,30,7321,836.924008477142,540.0,1636.0,83208.27,682303.18,3123.86,25615.48,915291,7505335,293,Westfield Arkadia,Poland,6.0,77325.5,store_47,20/10/2004,2099-01-01 00:00:00,Culture & Media & Technology,Electronics and household appliances,Multibrand electronics,1118908.0,33120.0,5627.0,20312.5,10972.0,13818.0,4137.0
2012,15,467,2295.985497430177,2340.0,5513.0,6403.15,157979.77,228.06,5626.68,83241,2053737,365,Westfield Parly 2,France,12.0,108792.5,store_2098,07/12/2016,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,American & Burgers & Steakhouse,36746528.0,259291.0,229.0,10211.0,0.0,11600.0,27762.0
2014,16,1733,4633.437535190649,3180.0,5207.0,12040.08,867317.92,430.0,30975.64,156521,11275133,364,Westfield Les Quatre Temps,France,20.0,92213.8,store_1387,01/11/2014,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,1365099.0,258612.0,189.0,50947.0,5002.0,13227.5,94465.0
2017,25,6158,712.3037427151608,360.0,11374.0,23387.08,518309.23,830.69,18409.89,304032,6738020,366,Westfield Parquesur,Spain,61.0,91858.1,store_1407,01/01/2007,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport general store,35435317.0,109478.0,1081.0,22602.0,0.0,18402.0,33275.5
2018,30,7451,271.86717407316473,120.0,1847.0,5657.73,258797.36,212.41,9715.94,62235,2846771,293,Westfield Arkadia,Poland,6.0,77325.5,store_969,17/09/2022,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,14857993.0,98688.0,83.0,134713.0,3344.0,13818.0,4137.0
2020,13,7631,779.8303672400452,420.0,260.0,7491.8,354497.2,270.46,12797.73,74918,3544972,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_234,11/06/2021,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Salades & Bio & Healthy,1107504.0,67477.0,104.0,16873.0,2470.0,27690.0,2351.0
2024,12,2912,1452.8624871403183,360.0,4624.0,33092.46,1585657.54,1175.42,56321.17,430202,20613548,366,Westfield Forum Des Halles,France,19.0,74438.4,store_3,21/04/2016,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",86685.33,117514.0,62.6,332002.0,0.0,9285.0,410.0
2026,14,5054,802.6088230983438,420.0,4913.0,1201.62,690328.69,42.68,24519.87,15621,8974273,366,Westfield La Part Dieu,France,17.0,141267.4,store_1848,10/02/2018,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,746175.0,68378.0,50.0,8949.0,4430.0,20221.0,3610.0
2029,14,5180,208.1853631994196,120.0,5090.0,3179.17,431697.17,127.17,17267.89,19075,2590183,150,Westfield La Part Dieu,France,17.0,141267.4,store_971,16/08/2024,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,112948.0,60476.0,147.0,25784.0,0.0,0.0,1522.0
2030,14,5180,208.1853631994196,120.0,5090.0,7722.5,337523.5,367.74,16072.55,15445,675047,42,Westfield La Part Dieu,France,17.0,141267.4,store_971,16/08/2024,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,112948.0,60476.0,147.0,25784.0,0.0,0.0,1522.0
2032,12,2894,590.0533385530082,240.0,4627.0,15704.0,1260254.31,557.79,44763.13,204152,16383306,366,Westfield Forum Des Halles,France,19.0,74438.4,store_31,02/03/2016,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,1359676.0,1432216.0,204.0,11322.0,25510.0,43482.0,3221.0
2033,33,6787,1245.1025074637168,480.0,2092.0,47804.27,556949.55,1653.61,19265.55,525847,6126445,318,Westfield Mokotow,Poland,5.0,65330.2,store_468,23/05/2018,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,2465449.0,-4526.0,493.83,45397.0,122.0,82958.0,21867.5
2034,23,6056,398.2025924563416,180.0,10193.0,6200.92,210521.54,220.25,7477.54,80612,2736780,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_165,08/06/2018,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1278607.0,38141.0,216.0,8593.0,4287.0,9972.0,3310.0
2035,14,5118,512.172085278301,240.0,4777.0,36708.08,1606254.46,1303.84,57052.75,477205,20881308,366,Westfield La Part Dieu,France,17.0,141267.4,store_1323,20/04/1988,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,866455.0,73768.0,238.0,30868.0,0.0,12933.0,3610.0
2036,25,6171,487.57707185558553,240.0,11439.0,4111.85,810657.0,146.05,28793.83,53454,10538541,366,Westfield Parquesur,Spain,61.0,91858.1,store_1387,19/09/2014,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,1224722.0,87001.0,76.0,8734.0,0.0,18402.0,33275.5
2037,25,6217,536.0055351956327,300.0,11504.0,12180.08,1174959.46,432.63,41733.53,158341,15274473,366,Westfield Parquesur,Spain,61.0,91858.1,store_3875,12/09/2019,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,326282.0,56900.0,67.0,2523.0,0.0,18402.0,81198.0
2039,18,11152,342.3136635295734,180.0,9355.0,10900.25,461871.25,566.25,23993.31,43601,1847485,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3060,18/01/2021,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,533350.0,1082213.0,250.0,20531.5,0.0,22456.5,36945.0
2044,19,7037,371.5786876051599,240.0,510.0,6693.0,420432.73,251.27,15784.16,73623,4624760,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_133,25/02/2016,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,3760926.0,3783616.0,104.0,12937.0,5133.0,15563.0,1693.0
2045,19,7162,355.21771217712177,180.0,633.0,2213.27,473300.45,83.09,17768.96,24346,5206305,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_417,06/08/2021,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,549529.0,20407.0,42.0,16911.0,13412.0,2867.0,1693.0
2046,14,5098,379.7567797640764,180.0,5056.0,6237.33,643441.11,238.88,24642.43,56136,5790970,235,Westfield La Part Dieu,France,17.0,141267.4,store_1528,26/08/2023,03/09/2024,Services,Imaterial services,Others Immaterial services,4388829.26,56979.0,101.0,27826.0,13744.0,12933.0,3610.0
