,external_mall_id,block_id,average_dwell_time,median_dwell_time,store_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data
1698,28,5792,389.1009090909091,180.0,9829.0,12677.15,808383.23,450.28,28713.07,164803,10508982,366
1699,13,7746,2087.524602573808,2100.0,104.0,11785.11,600703.33,424.26,21625.32,106066,5406330,250
1700,28,5779,1369.749903809157,360.0,9880.0,13660.25,648164.0,535.7,25418.2,54641,2592656,102
1701,28,5779,1369.749903809157,360.0,9880.0,17163.0,640681.0,746.22,27855.7,34326,1281362,46
1702,28,5779,1369.749903809157,360.0,10037.0,13660.25,648164.0,535.7,25418.2,54641,2592656,102
1703,28,5779,1369.749903809157,360.0,10037.0,17163.0,640681.0,746.22,27855.7,34326,1281362,46
1704,30,7406,516.717856780435,240.0,1895.0,32866.1,564474.8,1235.57,21220.86,328661,5644748,266
1705,17,4415,422.23113331580333,180.0,5778.0,8930.15,695830.38,317.19,24715.29,116092,9045795,366
1706,15,450,1101.2359469578664,600.0,5531.0,200603.0,955228.46,7125.24,33928.88,2607839,12417970,366
1707,32,10938,194.21604818340785,120.0,12398.0,22085.4,1399405.4,836.57,53007.78,110427,6997027,132
1708,24,2277,967.861274691342,480.0,10995.0,43014.15,467511.38,1527.83,16605.6,559184,6077648,366
1709,13,7639,358.11929442616463,240.0,154.0,8049.11,284305.89,293.29,10359.32,72442,2558753,247
1710,32,11531,1806.1193817426208,840.0,12426.0,133270.6,909753.6,5048.13,34460.36,666353,4548768,132
1711,32,11531,1806.1193817426208,840.0,12306.0,133270.6,909753.6,5048.13,34460.36,666353,4548768,132
1712,32,11574,3282.6788386710564,3360.0,12287.0,10766.0,234223.8,407.8,8872.11,53830,1171119,132
1713,10,4585,539.0204445104077,300.0,1195.0,15246.08,780030.23,541.53,27705.99,198199,10140393,366
1714,17,4315,1207.535994976402,720.0,5726.0,93435.3,806861.8,3447.8,29773.5,934353,8068618,271
1715,17,4315,1207.535994976402,720.0,5726.0,90776.5,666763.5,3822.17,28074.25,363106,2667054,95
1716,17,4315,1207.535994976402,720.0,5850.0,93435.3,806861.8,3447.8,29773.5,934353,8068618,271
1717,17,4315,1207.535994976402,720.0,5850.0,90776.5,666763.5,3822.17,28074.25,363106,2667054,95
1718,14,5064,508.056352726324,360.0,4961.0,6474.54,694735.46,229.97,24676.4,84169,9031561,366
1719,26,6497,469.2968550242904,120.0,11355.0,7351.14,363642.71,297.45,14713.87,51458,2545499,173
1720,30,7316,2312.768866684197,1620.0,1887.0,5652.1,675006.2,212.48,25376.17,56521,6750062,266
1721,13,7576,2174.008132327978,1860.0,53.0,7803.22,466061.22,282.04,16845.59,70229,4194551,249
1722,16,1649,1353.3955200918956,720.0,5167.0,144540.08,573222.46,5205.04,20642.36,1879021,7451892,361
1723,16,1649,1353.3955200918956,720.0,5351.0,144540.08,573222.46,5205.04,20642.36,1879021,7451892,361
1724,18,11113,392.70173118153406,240.0,9338.0,46086.67,353849.67,2765.2,21230.98,138260,1061549,50
1725,18,11214,711.5497363999768,600.0,9256.0,53805.67,244251.0,3228.34,14655.06,161417,732753,50
1726,22,6614,847.0616675993285,360.0,4471.0,19578.82,935040.91,685.88,32756.21,215367,10285450,314
1727,26,6511,527.4295552734214,360.0,11142.0,40491.85,820162.92,1450.12,29372.23,526394,10662118,363
1728,33,6850,622.8505843071787,180.0,1967.0,2471.6,88178.2,84.93,3030.18,24716,881782,291
1729,36,1174,330.4968432610486,240.0,7150.0,10984.33,1166533.67,470.76,49994.3,32953,3499601,70
1730,12,2865,565.833433366144,300.0,4533.0,49975.62,914069.31,1789.76,32735.26,649683,11882901,363
1731,24,2236,413.27518747962176,240.0,11028.0,2351.46,659084.54,83.52,23410.11,30569,8568099,366
1732,17,4313,788.5448638960457,240.0,5654.0,14358.23,894053.92,509.99,31756.01,186657,11622701,366
1733,33,6833,4170.514239024971,3120.0,2050.0,11608.3,707773.4,398.91,24322.11,116083,7077734,291
1734,28,5760,688.4299390724349,420.0,9957.0,61800.38,1171824.77,2195.1,41622.19,803405,15233722,366
1735,28,5875,2548.159176290525,2520.0,9912.0,1414.92,62158.0,50.26,2207.8,18394,808054,366
1736,28,5733,539.4426631459827,180.0,9959.0,9517.31,984422.38,338.05,34965.82,123725,12797491,366
1737,14,5101,817.841726618705,120.0,4953.0,4877.33,582027.17,212.06,25305.53,29264,3492163,138
1738,25,6278,1301.0685704920504,1020.0,11410.0,258952.77,683008.92,9197.78,24259.88,3366386,8879116,366
1739,18,11279,483.8712579339297,360.0,9385.0,9723.0,254113.0,583.38,15246.78,29169,762339,50
1740,28,5689,2857.0312095870336,2940.0,9812.0,9266.69,707486.92,329.14,25129.32,120467,9197330,366
1741,10,4700,274.3510259917921,120.0,1371.0,12726.38,775178.31,452.03,27533.66,165443,10077318,366
1742,15,483,341.7637448738039,240.0,5603.0,6309.92,257549.62,225.35,9198.2,82029,3348145,364
1743,25,6162,604.6534678147109,420.0,11539.0,33113.31,799323.92,1176.16,28391.29,430473,10391211,366
1744,36,1281,481.4442013129103,180.0,7284.0,24277.0,1159777.67,1040.44,49704.76,72831,3479333,70
1745,25,6309,331.00951670087704,180.0,11457.0,8958.69,1086862.46,318.2,38604.4,116463,14129212,366
1746,26,6414,1242.3920140038797,1020.0,11237.0,14728.31,449993.38,527.46,16115.47,191468,5849914,363
1747,26,6486,2550.402885110768,2580.0,11321.0,6483.31,155735.77,234.12,5623.79,84283,2024565,360
1748,36,1092,221.46468867530297,180.0,7128.0,4824.0,409987.33,206.74,17570.89,14472,1229962,70
1749,14,5159,295.1489361702128,240.0,5042.0,412.56,694536.22,14.34,24134.46,3713,6250826,259
1750,13,7674,1003.6021377105502,420.0,82.0,29569.67,246931.33,1073.09,8961.22,266127,2222382,248
1751,17,4262,467.22064624795,300.0,5799.0,14659.69,848964.69,520.7,30154.48,190576,11036541,366
1752,18,11122,518.7926965782228,360.0,9311.0,72784.33,472535.67,4367.06,28352.14,218353,1417607,50
1753,36,1091,182.33879428617544,120.0,7328.0,7328.0,845670.0,314.06,36243.0,21984,2537010,70
1754,10,4656,374.25706910007807,240.0,1248.0,2839.54,598786.62,100.86,21268.38,36914,7784226,366
1755,19,7169,486.06564867139593,240.0,530.0,6655.0,287742.8,250.19,10817.4,66550,2877428,266
1756,7,4916,2862.8488967507683,2640.0,6016.0,24672.25,516173.38,881.15,18434.76,197378,4129387,224
1757,33,6870,332.2858779719278,120.0,1974.0,2701.4,88179.6,92.83,3030.23,27014,881796,291
1758,36,1182,227.16493673763165,120.0,7081.0,14098.67,336436.67,604.23,14418.71,42296,1009310,70
1759,12,2867,396.7871456410634,180.0,4704.0,15496.15,2066688.77,550.41,73406.98,201450,26866954,366
1760,13,7622,2700.531461519178,2460.0,335.0,4026.89,600709.22,144.97,21625.53,36242,5406383,250
1761,17,4306,1357.1363540122804,600.0,5823.0,3393.31,1001705.69,120.53,35579.71,44113,13022174,366
1762,17,4405,3071.503935332908,3240.0,5743.0,10701.77,228556.08,382.21,8162.72,139123,2971229,364
1763,19,7145,526.9763170613824,240.0,446.0,8275.6,434803.0,353.66,18581.32,41378,2174015,117
1764,22,6674,431.6133867573722,180.0,4505.0,18610.82,858152.09,651.97,30062.65,204719,9439673,314
1765,7,9,2910.4168377823407,1200.0,5957.0,28165.88,738142.75,1005.92,26362.24,225327,5905142,224
1766,16,1750,592.2733786385575,300.0,5108.0,20459.77,1005130.54,726.71,35701.36,265977,13066697,366
1767,26,6424,671.5525184750007,360.0,11091.0,23926.31,918542.23,856.87,32895.45,311042,11941049,363
1768,17,4373,1185.0566750629723,180.0,5814.0,20944.5,584370.5,800.43,22332.63,125667,3506223,157
1769,33,6838,1431.62807613044,420.0,2046.0,14589.3,707706.2,501.35,24319.8,145893,7077062,291
1770,12,2905,607.2722879922686,300.0,4712.0,32075.69,1377022.92,1139.3,48910.65,416984,17901298,366
1771,15,464,2366.0872005988026,1560.0,5583.0,2732.0,155401.15,97.04,5519.71,35516,2020215,366
1772,25,6291,290.75207713335396,180.0,11473.0,41299.23,737175.62,1466.91,26183.83,536890,9583283,366
1773,26,6404,494.17862371888725,300.0,11218.0,6175.38,612686.23,221.16,21941.93,80280,7964921,363
1774,32,11674,291.58700818589915,120.0,12358.0,9491.4,1397411.6,359.52,52932.26,47457,6987058,132
1775,19,7041,276.56002638522426,180.0,715.0,2345.4,454635.4,94.57,18332.07,11727,2273177,124
1776,19,7041,276.56002638522426,180.0,715.0,6255.6,573748.2,231.69,21249.93,31278,2868741,135
1777,19,7041,276.56002638522426,180.0,743.0,2345.4,454635.4,94.57,18332.07,11727,2273177,124
1778,19,7041,276.56002638522426,180.0,743.0,6255.6,573748.2,231.69,21249.93,31278,2868741,135
1779,23,6011,1244.5504020794413,1140.0,10057.0,8131.46,542971.69,288.82,19285.88,105709,7058632,366
1780,30,7331,364.9586483931947,240.0,1752.0,25152.8,721966.2,945.59,27141.59,251528,7219662,266
1781,7,6,611.6258611552729,240.0,5906.0,12047.5,448147.37,430.27,16005.26,96380,3585179,224
1782,23,6044,585.5350169226764,180.0,10208.0,12294.38,300028.62,436.69,10656.75,159827,3900372,366
1783,28,5794,413.667058132707,120.0,10025.0,3275.63,658880.88,120.76,24290.54,26205,5271047,217
1784,19,7093,385.459940652819,180.0,602.0,1418.0,254443.3,53.31,9565.54,14180,2544433,266
1785,23,6139,4790.61568550753,6540.0,10116.0,14898.38,96983.54,532.09,3463.7,193679,1260786,364
1786,16,1781,2080.591225386172,1260.0,5306.0,36952.08,366677.08,1312.51,13024.05,480377,4766802,366
1787,7,17,399.6749311294766,300.0,5902.0,4760.0,595738.13,170.0,21276.36,38080,4765905,224
1788,16,1728,783.5895421101508,360.0,5119.0,5624.69,363353.31,199.78,12905.99,73121,4723593,366
1789,17,4321,670.8484081041968,300.0,5746.0,2310.85,279228.54,82.08,9917.95,30041,3629971,366
1790,17,4321,670.8484081041968,300.0,5848.0,2310.85,279228.54,82.08,9917.95,30041,3629971,366
1791,15,549,742.6329889016456,300.0,5516.0,9280.0,841213.15,329.62,29879.16,120640,10935771,366
1792,23,6080,388.18612505276985,240.0,10063.0,4065.0,243912.92,144.39,8663.57,52845,3170868,366
1793,16,1661,1265.1055172525148,660.0,5292.0,22618.38,608010.54,803.39,21596.0,294039,7904137,366
1794,22,6722,1947.0966705920137,780.0,4523.0,53129.11,392904.44,1853.34,13705.97,478162,3536140,258
1795,32,11506,2646.4745011086475,2520.0,12227.0,2002.8,608832.4,75.86,23061.83,10014,3044162,132
1796,33,6958,662.4279436105245,240.0,2247.0,23838.67,376434.5,851.38,13444.09,143032,2258607,168
1797,10,4683,427.714813403301,180.0,1402.0,5234.08,806761.77,185.91,28655.47,68043,10487903,366
1798,25,6243,1002.8658452926488,540.0,11520.0,7972.85,1676182.23,283.19,59536.53,103647,21790369,366
1799,33,6895,1758.3023872679046,300.0,2034.0,762.0,266099.6,26.19,9144.32,7620,2660996,291
1800,30,7396,377.80569853686217,240.0,1910.0,22550.0,296696.6,1034.4,13609.94,112750,1483483,109
1801,10,4566,534.9928410717938,240.0,1295.0,3504.15,369633.15,124.46,13129.05,45554,4805231,366
1802,26,6577,3304.226018078213,1680.0,11329.0,47497.62,309024.54,1701.02,11066.99,617469,4017319,363
1803,30,7309,634.6743610882111,180.0,1807.0,3339.8,1010383.3,125.56,37984.33,33398,10103833,266
1804,32,12028,390.84509292294587,240.0,12352.0,18717.8,1215440.0,709.01,46039.39,93589,6077200,132
1805,16,1763,1561.064001848429,540.0,5154.0,25625.15,999641.0,910.18,35506.37,333127,12995333,366
1806,18,11300,1155.782309743206,660.0,9245.0,146247.0,602097.0,8774.82,36125.82,438741,1806291,50
1807,10,4474,259.32003626473255,180.0,1139.0,2598.31,304096.77,92.29,10801.25,33778,3953258,366
1808,10,4694,407.786035161666,240.0,1181.0,6331.77,975769.92,224.9,34658.49,82313,12685009,366
1809,15,593,804.6768707482993,540.0,5633.0,44832.08,402064.23,1596.76,14320.1,582817,5226835,365
1810,19,7203,161.0466987327239,120.0,596.0,16454.5,230329.2,628.03,8791.19,164545,2303292,262
1811,22,6658,1594.5725043248194,1500.0,4436.0,20173.82,567448.64,706.73,19878.77,221912,6241935,314
1812,7,4838,278.68241143567434,180.0,5877.0,11678.5,872276.25,417.09,31152.72,93428,6978210,224
1813,10,4654,378.8829332224167,240.0,1247.0,21356.69,419273.46,758.57,14892.23,277637,5450555,366
1814,12,2848,2878.992077884891,1020.0,4649.0,7669.0,1593533.54,272.4,56600.92,99697,20715936,366
1815,12,2904,424.3042429117233,180.0,4588.0,18631.62,1323044.69,661.78,46993.39,242211,17199581,366
1816,13,7548,728.2355336149423,480.0,246.0,4206.56,332019.22,152.66,12049.08,37859,2988173,248
1817,14,4967,1081.8816022411145,300.0,4884.0,13092.69,2489477.15,465.04,88424.05,170205,32363203,366
1818,14,5058,605.039522254218,180.0,4872.0,9676.56,2386483.78,375.38,92579.11,87089,21478354,232
1819,32,11498,915.4216317920065,540.0,12307.0,20469.0,909641.2,775.34,34456.11,102345,4548206,132
1820,10,4565,459.88602329450913,240.0,1351.0,4214.0,369702.77,149.68,13131.52,54782,4806136,366
1821,28,5722,565.5246823578422,180.0,9795.0,11449.12,671407.13,489.8,28723.3,91593,5371257,187
1822,32,11666,642.7777044854881,480.0,12402.0,104643.6,598162.0,3963.77,22657.65,523218,2990810,132
1823,36,1061,373.6888566080957,180.0,7316.0,21674.33,669617.67,928.9,28697.9,65023,2008853,70
1824,32,10975,318.8445449406444,240.0,12367.0,8714.6,1399446.0,330.1,53009.32,43573,6997230,132
1825,33,6893,264.1585867439822,180.0,2012.0,11210.3,266018.3,385.23,9141.52,112103,2660183,291
1826,16,1658,349.0890852639121,120.0,5299.0,7442.62,1340498.69,264.36,47613.34,96754,17426483,366
1827,22,6715,712.2494684158677,540.0,4510.0,84564.36,488151.73,2971.91,17155.49,930208,5369669,313
1828,28,5693,346.8221470788816,180.0,9809.0,53133.31,770490.92,1887.25,27367.16,690733,10016382,366
1829,33,6767,387.212608402962,300.0,2170.0,11752.1,660581.6,403.85,22700.4,117521,6605816,291
1830,7,64,316.68871543855005,180.0,6074.0,5221.0,830695.88,186.46,29667.71,41768,6645567,224
1831,7,64,316.68871543855005,180.0,5948.0,5221.0,830695.88,186.46,29667.71,41768,6645567,224
1832,18,11278,300.815358754313,180.0,9413.0,31835.67,656963.33,1910.14,39417.8,95507,1970890,50
1833,7,51,748.3922265728219,480.0,5915.0,8927.25,642556.12,318.83,22948.43,71418,5140449,224
1834,26,6487,3497.2997957099083,3780.0,11152.0,12333.38,155703.92,446.61,5638.3,160334,2024151,359
1835,26,6562,614.4357100411338,420.0,11312.0,117913.92,528629.38,4222.81,18931.63,1532881,6872182,363
1836,25,6292,211.267425189885,120.0,11555.0,24754.46,737243.23,879.26,26186.23,321808,9584162,366
1837,19,7178,241.94850898314505,180.0,442.0,2390.2,287748.7,89.86,10817.62,23902,2877487,266
1838,26,6429,711.534260062355,360.0,11230.0,17388.15,674151.31,622.72,24143.16,226046,8763967,363
1839,16,1645,670.5046869141357,300.0,5388.0,8379.89,1049814.78,320.93,40205.67,75419,9448333,235
1840,33,6936,332.129622004447,180.0,2121.0,17671.2,376568.6,607.26,12940.5,176712,3765686,291
1841,22,6708,1716.9711894131829,600.0,4509.0,104626.55,634188.09,3676.97,22287.76,1150892,6976069,313
1842,14,5175,494.2792615868028,180.0,4847.0,14197.33,1098750.44,550.76,42623.94,127776,9888754,232
1843,26,6381,406.22542059440775,240.0,11195.0,29999.62,630065.46,1074.37,22564.33,389995,8190851,363
1844,12,2836,426.3040615820926,180.0,4595.0,5466.15,602668.31,194.15,21406.25,71060,7834688,366
1845,7,4859,290.84794619264954,180.0,6042.0,2223.38,829161.25,79.41,29612.9,17787,6633290,224
1846,18,11210,1372.0346897931954,720.0,9417.0,1307.67,303498.33,78.46,18209.9,3923,910495,50
1847,26,6460,505.770413731521,360.0,11206.0,4427.62,316519.54,158.56,11335.41,57559,4114754,363
1848,32,11592,377.40944928567194,240.0,12390.0,52918.0,598138.8,2004.47,22656.77,264590,2990694,132
1849,36,1251,467.5228975853456,300.0,7308.0,6075.67,984717.33,260.39,42202.17,18227,2954152,70
1850,36,1272,470.2629781420765,180.0,7301.0,33559.33,888481.67,1438.26,38077.79,100678,2665445,70
1851,10,4511,421.4445015160804,240.0,1389.0,9190.23,531040.08,326.43,18862.08,119473,6903521,366
1852,14,5082,429.3751662577956,180.0,4737.0,12574.77,857821.92,446.64,30469.08,163472,11151685,366
1853,18,10919,1010.5978567399889,360.0,9308.0,24692.67,379118.0,1481.56,22747.08,74078,1137354,50
1854,7,4857,406.44132048649504,300.0,5990.0,10973.88,829131.38,391.92,29611.83,87791,6633051,224
1855,25,6187,271.10882128936873,180.0,11401.0,6987.92,1124979.0,248.2,39958.27,90843,14624727,366
1856,10,4575,843.793769331989,480.0,1297.0,10736.23,312734.38,381.34,11108.05,139571,4065547,366
1857,7,73,1340.9383840720243,660.0,5980.0,48742.88,255094.13,1740.82,9110.5,389943,2040753,224
1858,14,5061,468.34581639203935,240.0,4917.0,7865.38,664834.31,279.37,23614.33,102250,8642846,366
1859,36,1093,591.2749459768654,360.0,7108.0,17654.67,728318.33,756.63,31213.64,52964,2184955,70
1860,36,1274,279.7688888888889,120.0,7076.0,5485.67,722434.0,235.1,30961.46,16457,2167302,70
1861,14,5172,348.06401796995647,180.0,4776.0,6284.15,664788.38,223.21,23612.7,81694,8642249,366
1862,19,7147,443.7892612662764,300.0,642.0,20716.8,343894.6,778.83,12928.37,207168,3438946,266
1863,23,6034,1316.910229645094,840.0,10056.0,846.15,199084.31,30.05,7071.3,11000,2588096,366
1864,13,7665,215.9011548355317,120.0,43.0,6465.67,769898.0,232.76,27716.33,58191,6929082,250
1865,19,7104,270.60550662013185,180.0,702.0,9157.7,457124.1,344.27,17185.12,91577,4571241,266
1866,23,5992,499.1631341018943,300.0,10107.0,20071.38,377590.31,712.92,13411.68,260928,4908674,366
1867,12,2810,321.33369233530783,180.0,4663.0,5821.08,293002.54,206.76,10407.19,75674,3809033,366
1868,22,6621,446.47882394119705,180.0,4470.0,15845.33,343795.0,990.33,21487.19,47536,1031385,48
1869,22,6621,446.47882394119705,180.0,4470.0,3049.0,424755.0,114.62,15968.23,15245,2123775,133
1870,24,2325,343.5498264749628,180.0,11066.0,3410.23,467481.62,121.13,16604.54,44333,6077261,366
1871,13,7525,334.56461494957114,180.0,190.0,11396.67,782483.67,410.28,28169.41,102570,7042353,250
1872,28,5829,475.8595901208618,300.0,9846.0,62825.69,655728.0,2231.51,23290.89,816734,8524464,366
1873,12,2819,328.5627836611195,120.0,4629.0,2926.15,243134.0,103.93,8635.91,38040,3160742,366
1874,12,2923,599.0045538602686,240.0,4692.0,41389.23,593101.0,1474.14,21124.15,538060,7710313,365
1875,14,4992,1225.933299369048,300.0,5066.0,8895.77,1066914.46,315.97,37895.87,115645,13869888,366
1876,28,5676,414.0411522633745,120.0,9955.0,8540.15,655633.0,303.34,23287.51,111022,8523229,366
1877,33,6816,378.7969138695605,240.0,2028.0,10885.14,551536.57,416.37,21097.03,76196,3860756,183
1878,12,2919,716.4333200489524,420.0,4672.0,155028.57,1645752.71,6062.57,64359.04,1085200,11520269,179
1879,16,1749,601.3542207693013,300.0,5126.0,23121.38,1319813.62,821.25,46878.63,300578,17157577,366
1880,17,4283,472.96105568072096,240.0,5788.0,5761.1,860884.7,211.03,31534.24,57611,8608847,273
1881,32,9678,546.6045037064665,420.0,12237.0,10225.8,225799.6,390.3,8618.31,51129,1128998,131
1882,13,7748,3179.232126102458,3240.0,309.0,21633.56,600854.33,778.81,21630.76,194702,5407689,250
1883,22,6628,1147.4237240030905,660.0,4424.0,41317.73,1152762.0,1447.44,40383.38,454495,12680382,314
1884,16,1684,368.65669505474847,120.0,5159.0,6179.08,376194.69,219.48,13362.11,80328,4890531,366
1885,16,1687,2204.2290748898677,1260.0,5177.0,1944.77,590952.69,69.08,20990.12,25282,7682385,366
1886,19,7204,867.5917886836877,240.0,628.0,5828.1,230317.8,222.45,8790.76,58281,2303178,262
1887,32,11494,1161.4065180102916,1020.0,12350.0,1098.6,608842.0,41.61,23062.2,5493,3044210,132
1888,33,6786,625.1511723169352,240.0,2100.0,5414.5,541236.3,186.07,18599.19,54145,5412363,291
1889,23,5955,707.846690679874,420.0,10294.0,31385.62,405304.15,1114.79,14396.05,408013,5268954,366
1890,23,6137,1925.8255126868264,1740.0,10229.0,3022.33,91994.33,107.94,3285.51,27201,827949,252
1891,33,6892,542.5512295081967,180.0,1996.0,17271.7,266329.0,593.53,9152.2,172717,2663290,291
1892,19,7176,637.0540234227427,240.0,422.0,5431.8,287743.8,204.2,10817.44,54318,2877438,266
1893,36,1216,1143.5661632042888,780.0,7125.0,73825.33,906504.0,3163.94,38850.17,221476,2719512,70
1894,7,4894,1183.4623255813954,660.0,5958.0,5526.75,173277.0,197.38,6188.46,44214,1386216,224
1895,10,4466,308.77862300652583,120.0,1188.0,5038.37,295406.88,188.35,11043.25,40307,2363255,214
1896,15,529,283.6799166811318,180.0,5598.0,1031.0,319427.67,44.83,13888.16,3093,958283,69
1897,15,529,283.6799166811318,180.0,5598.0,4511.5,199420.0,474.89,20991.58,9023,398840,19
1898,28,5662,912.4101812366738,480.0,10034.0,58798.77,761100.85,2147.15,27793.01,764384,9894311,356
1899,15,576,533.9980714974465,240.0,5606.0,5477.85,330297.38,195.1,11764.02,71212,4293866,365
1900,17,4264,1093.9423728813558,360.0,5740.0,1613.31,849012.46,57.3,30156.18,20973,11037162,366
1901,28,5696,1007.2835774029596,600.0,9805.0,147043.54,1601616.31,5222.86,56888.01,1911566,20821012,366
1902,28,5801,220.76152805246176,120.0,9847.0,7591.77,496656.0,269.65,17640.79,98693,6456528,366
1903,12,2936,506.99656610252634,300.0,4720.0,9490.08,593784.23,339.87,21265.0,123371,7719195,363
1904,13,7577,312.1977618785544,240.0,257.0,5551.89,453551.67,203.95,16661.08,49967,4081965,245
1905,24,2268,451.75706842060305,300.0,11031.0,6028.54,658886.31,214.13,23403.07,78371,8565522,366
1906,32,11528,318.092175107725,180.0,12404.0,26010.6,875826.4,985.25,33175.24,130053,4379132,132
1907,13,7592,578.4069075999892,240.0,207.0,45931.44,1266972.11,1653.53,45611.0,413383,11402749,250
1908,18,11208,487.0877974119939,300.0,9211.0,3822.33,415526.33,229.34,24931.58,11467,1246579,50
1909,24,2294,2215.221729490022,1440.0,10984.0,1959.78,494791.78,68.36,17260.18,17638,4453126,258
1910,25,6305,299.6601124748573,120.0,11551.0,12601.08,1198846.69,447.58,42581.99,163814,15585007,366
1911,15,492,406.25757771185346,180.0,5594.0,6478.31,556703.0,230.1,19773.6,84218,7237139,366
1912,18,11285,312.34814143245694,180.0,9305.0,9560.33,243431.67,573.62,14605.9,28681,730295,50
1913,14,5030,1164.7576559207282,420.0,4815.0,32036.08,2485360.92,1137.89,88277.85,416469,32309692,366
1914,15,548,305.12729041673424,180.0,5444.0,4332.0,188603.5,346.56,15088.28,8664,377207,25
1915,25,6318,328.5390736936595,180.0,11421.0,10549.46,1196468.31,374.71,42497.51,137143,15554088,366
1916,14,5001,527.6413721413721,240.0,4951.0,7724.15,461348.92,274.36,16386.71,100414,5997536,366
1917,18,11177,795.6698074559607,180.0,9446.0,3925.33,378244.0,235.52,22694.64,11776,1134732,50
1918,23,5996,1482.199368068893,1260.0,10145.0,19870.92,205977.31,705.8,7316.13,258322,2677705,366
1919,24,2320,541.9961901386612,360.0,11005.0,3875.31,524025.08,137.65,18612.91,50379,6812326,366
1920,36,1248,421.5878153260352,240.0,7083.0,11716.33,880529.67,502.13,37736.99,35149,2641589,70
1921,32,11512,1972.5488318651855,1320.0,12168.0,120891.6,608827.8,4579.23,23061.66,604458,3044139,132
1922,18,11128,408.3663142304686,300.0,9252.0,26496.67,404938.33,1589.8,24296.3,79490,1214815,50
1923,13,7547,392.6724850237554,300.0,166.0,7047.78,332022.89,255.77,12049.22,63430,2988206,248
1924,22,6697,301.8732450171407,180.0,4511.0,28078.82,817897.18,983.65,28652.45,308867,8996869,314
1925,36,1142,605.726996966633,540.0,7300.0,9705.67,410509.67,415.96,17593.27,29117,1231529,70
1926,24,2311,1495.6822578346128,1260.0,10960.0,10314.15,172327.92,366.35,6120.94,134084,2240263,366
1927,32,11683,367.5323076923077,240.0,12158.0,9952.6,1799220.0,376.99,68152.27,49763,8996100,132
1928,13,7677,380.22161415296256,180.0,352.0,10674.5,457272.75,414.54,17758.17,42698,1829091,103
1929,13,7677,380.22161415296256,180.0,352.0,23038.5,497770.0,869.38,18783.77,92154,1991080,106
1930,13,7677,380.22161415296256,180.0,251.0,10674.5,457272.75,414.54,17758.17,42698,1829091,103
1931,13,7677,380.22161415296256,180.0,251.0,23038.5,497770.0,869.38,18783.77,92154,1991080,106
1932,17,4370,681.6755793226381,180.0,5727.0,7235.43,379655.57,296.19,15541.46,50648,2657589,171
1933,13,7652,460.3363994743758,240.0,71.0,3585.0,769633.11,129.06,27706.79,32265,6926698,250
1934,26,6409,419.1681271176539,240.0,11157.0,19547.54,612677.23,700.05,21941.61,254118,7964804,363
1935,16,1785,592.1224970209157,240.0,5138.0,27320.15,821770.62,970.39,29188.57,355162,10683018,366
1936,10,4677,224.31321540062436,120.0,1439.0,2739.6,528622.2,95.79,18483.29,27396,5286222,286
1937,30,7315,566.1760729976344,240.0,1734.0,7624.3,675005.2,286.63,25376.14,76243,6750052,266
1938,7,8,331.32881781998464,180.0,5923.0,7437.0,589457.62,265.61,21052.06,59496,4715661,224
1939,18,11289,952.4043614858622,420.0,9204.0,13929.0,305558.33,835.74,18333.5,41787,916675,50
1940,23,6024,300.8558816316521,180.0,10318.0,7890.0,189062.22,289.84,6945.14,71010,1701560,245
1941,23,6024,300.8558816316521,180.0,10318.0,2880.0,89301.0,288.0,8930.1,5760,178602,20
1942,23,6024,300.8558816316521,180.0,10265.0,7890.0,189062.22,289.84,6945.14,71010,1701560,245
1943,23,6024,300.8558816316521,180.0,10265.0,2880.0,89301.0,288.0,8930.1,5760,178602,20
1944,14,4990,388.79168471199654,240.0,4929.0,8206.85,1082339.31,291.5,38443.75,106689,14070411,366
1945,25,6339,3562.191443928045,1620.0,11383.0,46831.0,254207.85,1663.4,9029.24,608803,3304702,366
1946,13,7534,380.7402985074627,240.0,194.0,2030.11,230142.33,74.88,8488.86,18271,2071281,244
1947,19,7157,308.3598873132738,180.0,681.0,14991.5,463639.9,563.59,17430.07,149915,4636399,266
1948,33,6909,303.0711889675736,120.0,2128.0,20396.0,199923.2,700.89,6870.21,203960,1999232,291
1949,30,7481,268.1264891895867,120.0,1683.0,5729.0,243616.7,215.38,9158.52,57290,2436167,266
1950,18,11046,2594.359274429491,1740.0,9381.0,1638.67,602462.33,98.32,36147.74,4916,1807387,50
1951,12,2886,329.5418694411814,180.0,4557.0,10620.15,2667964.62,377.22,94763.77,138062,34683540,366
1952,25,6184,715.0721910916602,240.0,11440.0,5316.46,1126816.77,188.84,40023.55,69114,14648618,366
1953,16,1791,851.6514562336323,240.0,5246.0,5440.54,394038.77,193.24,13995.91,70727,5122504,366
1954,15,469,2770.6871422762956,2760.0,5584.0,7966.08,154667.0,283.72,5508.69,103559,2010671,365
1955,14,5231,2447.674181025676,2520.0,5026.0,12428.31,621918.23,441.44,22089.99,161568,8084937,366
1956,15,485,456.68927821970624,240.0,5605.0,3576.31,310932.46,127.73,11104.73,46492,4042122,364
1957,32,11546,1773.4702975094483,720.0,12090.0,41958.8,1325308.2,1589.35,50201.07,209794,6626541,132
