,external_mall_id,block_id,average_dwell_time,median_dwell_time,store_id,store_visits_monthly_average,store_window_flow_monthly_average,store_visits_daily_average,store_window_flow_daily_average,store_total_visits,store_total_window_flow,days_with_traffic_data,mall_name,mall_country,mall_id,total_mall_area,store_name,store_year_opened,store_year_closed,store_branch_level_1,store_branch_level_2,store_branch_level_3,store_sales_r12m,store_rent_r12m,store_area,rent_incentive_r12m,service_charges_r12m,marketing_costs_r12m,administration_fees_r12m,real_estate_taxes_r12m,large_scale_works_r12m,maintenance_works_r12m
1791,25,6222,352.22936934995016,180.0,11479.0,62130.08,1678982.15,2206.81,59635.98,807691,21826768,366,Westfield Parquesur,Spain,61.0,91858.1,store_15,06/04/2018,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,363152.0,,472.05,,16252.0,5942.0,2567.0,2995.0,,24009.0
1792,7,23,960.4049103412816,420.0,6076.0,6787.33,259887.11,244.34,9355.94,61086,2338984,250,Westfield Vélizy 2,France,14.0,104280.1,store_1442,09/12/2023,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Juices,,36885.0,50.0,,,2596.0,,,,
1793,7,23,960.4049103412816,420.0,5969.0,6787.33,259887.11,244.34,9355.94,61086,2338984,250,Westfield Vélizy 2,France,14.0,104280.1,store_1736,01/01/2016,26/03/2023,Food & Beverage Services,Service to table restaurants,Crepes,34966628.0,253813.0,0.0,-22195.0,,0.0,,,,494.0
1794,7,23,960.4049103412816,420.0,5869.0,6787.33,259887.11,244.34,9355.94,61086,2338984,250,Westfield Vélizy 2,France,14.0,104280.1,store_2149,01/01/1996,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,,120746.0,215.0,,17404.0,0.0,,,,1104.0
1795,7,4835,1460.3479847908743,840.0,6057.0,19459.67,310878.78,703.36,11236.58,175137,2797909,249,Westfield Vélizy 2,France,14.0,104280.1,store_2143,21/07/2022,2099-01-01 00:00:00,Entertainment,Entertainment,Others Entertainment,1176611.0,161467.0,217.0,,19203.0,37415.0,,34845.0,,
1796,18,11169,1587.6641221374043,360.0,9344.0,1114.75,461771.25,57.91,23988.12,4459,1847085,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3288,04/03/2021,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",,123934.0,91.0,,10854.0,0.0,10269.0,38132.0,-18.0,
1797,32,11537,886.6294849023091,480.0,12097.0,40679.67,1040264.5,1535.08,39255.26,244078,6241587,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_4508,09/11/2011,2099-01-01 00:00:00,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,4801718.0,299873.0,501.68,,,0.0,,130603.0,,32722.0
1798,36,1237,928.3783391405344,300.0,7186.0,23606.5,1016631.0,973.46,41922.93,94426,4066524,97,Westfield CentrO,Germany,35.0,139180.0,store_2348,13/07/2017,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Multibrand mainstream,,,254.0,,13033.0,1714.0,,,,22854.0
1799,10,4632,254.08014571949,120.0,1390.0,12576.38,456076.77,446.7,16199.45,163493,5928998,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_505,25/07/2021,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,7002238.0,288880.0,105.5,,626.0,26570.0,3242.0,,,69317.0
1800,15,472,1755.5941057891598,1080.0,5589.0,9519.54,157578.46,339.05,5612.38,123754,2048520,365,Westfield Parly 2,France,12.0,108792.5,store_1850,22/09/2021,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Asian - Fast Meal,84540.0,175129.0,262.0,,414680.0,2443.0,,11015.0,,
1801,22,6724,3954.162267919376,4080.0,4412.0,11980.0,57382.08,424.07,2031.22,143760,688585,339,Westfield Euralille,France,26.0,58389.7,store_1902,31/08/2013,2099-01-01 00:00:00,Fitness,Gym,Gym,394727.25,,1974.0,,,14522.0,3887.0,2381.0,,
1802,13,7512,775.7476109899353,540.0,68.0,60460.6,772141.7,2182.69,27875.15,604606,7721417,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_66,10/03/2011,2099-01-01 00:00:00,Culture & Media & Technology,"Books, Music & Multimedia",Bookstore & stationery,12009484.0,241770.0,1406.0,,14220.0,0.0,,,,233.0
1803,28,5692,1470.8259830187123,1320.0,9942.0,6181.31,677091.08,219.55,24049.68,80357,8802184,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3642,19/04/2019,2099-01-01 00:00:00,Health & Beauty,Hair & Body,Hairdressers,596384.0,445200.0,71.0,,20873.0,0.0,,,,9338.0
1804,19,7157,299.4584219536235,180.0,681.0,15439.36,472384.27,579.63,17734.56,169833,5196227,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_96,01/12/2022,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,5744814.0,,410.42,,,26417.0,,,,
1805,28,5743,344.7573842035408,180.0,9944.0,8714.08,627675.0,321.75,23175.69,104569,7532100,325,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_416,02/08/2019,2099-01-01 00:00:00,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,56089.0,87585.0,225.0,,5257.0,59879.0,2637.0,,,
1806,33,6861,639.3969434118133,180.0,2022.0,1505.91,137541.55,52.09,4757.73,16565,1512957,318,Westfield Mokotow,Poland,5.0,65330.2,store_1028,01/09/2014,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,,92641.0,115.1,,497.0,0.0,118.0,3768.0,5179.0,
1807,15,603,345.10366962661817,240.0,5599.0,6502.69,353145.54,232.24,12612.34,84535,4590892,364,Westfield Parly 2,France,12.0,108792.5,store_1601,30/04/2022,2099-01-01 00:00:00,Home,Furniture & Interior Design,Decoration accessories / Design,,,118.0,,12001.0,7865.0,,33331.0,4715.0,
1808,24,2222,1648.5593825925396,1260.0,10953.0,9089.54,559557.92,322.85,19875.01,118164,7274253,366,Westfield Glòries,Spain,62.0,35087.8,store_3845,01/12/2010,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Asian - Fast Meal,2700560.0,28180.0,113.15,,32947.0,6806.0,,,,
1809,13,7528,415.35899731423456,300.0,342.0,11258.3,523356.7,416.97,19383.58,112583,5233567,270,Westfield Donau Zentrum,Austria,0.0,108440.8,store_145,18/04/2024,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,190274.0,749897.0,327.1,,230.0,-12331.0,,3331.0,,
1810,13,7581,437.3782605734523,240.0,245.0,10620.3,915055.3,387.6,33396.18,106203,9150553,274,Westfield Donau Zentrum,Austria,0.0,108440.8,store_39,01/12/2020,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,1532743.0,123035.0,83.0,,35266.0,4333.0,,,,9390.0
1811,23,6059,394.5080293582032,180.0,10310.0,4521.77,132994.62,160.61,4723.85,58783,1728930,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3538,17/11/2023,2099-01-01 00:00:00,Fashion apparel,Matern./Childr. Fash.,Children fashion,,4191934.0,150.0,,67000.0,27911.0,,10312.0,,
1812,10,4683,416.1138095120688,180.0,1402.0,5374.23,809142.38,190.89,28740.03,69865,10518851,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_554,09/11/2021,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,,269221.0,184.0,-12982.0,386.0,0.0,,145150.0,,
1813,12,2924,3007.496165465954,2700.0,4728.0,9986.85,549325.54,380.73,20942.03,129829,7141232,341,Westfield Forum Des Halles,France,19.0,74438.4,store_1958,11/01/2024,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,767512.6,,292.0,,331.0,4400.0,,6394.0,1433.0,
1814,33,6920,322.22509241526745,120.0,1972.0,3589.91,441658.09,124.18,15277.48,39489,4858239,318,Westfield Mokotow,Poland,5.0,65330.2,store_1014,01/08/2005,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,15261.0,,111.0,,9075.0,3416.0,6255.0,20424.0,,
1815,13,7665,211.4559928576743,120.0,43.0,6327.5,772290.3,228.43,27880.52,63275,7722903,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_42,01/04/1990,2099-01-01 00:00:00,Services,Clothing-related services,Dry cleaning,7231855.0,127104.0,139.0,,,0.0,19247.0,,38647.0,
1816,26,6388,1035.59016219279,780.0,11137.0,22419.85,363443.0,798.52,12944.55,291458,4724759,365,Westfield La Maquinista,Spain,64.0,73650.1,store_90,14/10/2010,2099-01-01 00:00:00,Food & Beverage Services,"Bars, Coffee and Tea breaks",Seated Cafes & Kiosks,,384191.0,179.22,,20496.0,8469.0,,,,
1817,13,7745,1535.858630365715,1500.0,121.0,30389.1,611421.9,1097.08,22072.99,303891,6114219,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_114,11/12/2014,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,American & Burgers,2077390.0,85432.0,526.0,,60468.0,2856.0,2289.0,76.0,,
1818,18,11238,214.12203145882597,120.0,9267.0,14644.25,310569.75,760.74,16133.49,58577,1242279,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_2082,30/10/2019,2099-01-01 00:00:00,Bags & Footwear & Accessories,Footwear,Family footwear,,30897071.0,250.0,,21153.0,11938.0,,4519.0,,
1819,10,4617,261.1814345991561,180.0,1472.0,9639.62,809249.23,342.39,28743.83,125315,10520240,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_149,13/12/2023,2099-01-01 00:00:00,Food & Beverage Services,Sweet moments,Confectionery,3609411.0,57172.0,101.1,,26641.0,0.0,,2707.0,,
1820,10,4617,261.1814345991561,180.0,1276.0,9639.62,809249.23,342.39,28743.83,125315,10520240,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_697,11/10/2017,26/09/2023,Fashion apparel,Family Fashion,Family Fashion,,,0.0,,31919.0,11744.0,,,,26614.0
1821,13,7709,1040.3467601667542,780.0,233.0,13639.2,300490.1,492.39,10848.02,136392,3004901,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_218,27/08/2020,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Asian - Fast Meal,1617902.0,362040.0,106.85,,6752.0,0.0,,,,163967.0
1822,19,7133,611.411362335813,300.0,714.0,63460.27,641690.45,2382.47,24090.77,698063,7058595,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_67,24/08/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,,748968.0,943.54,,37135.0,3940.0,,4344.0,,3994.0
1823,32,11607,588.3325693913929,300.0,12374.0,86251.0,615944.0,3254.75,23243.17,517506,3695664,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_689,24/11/2022,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,60651.0,,985.07,,,0.0,,44522.0,,
1824,7,4868,356.83241128052896,180.0,6072.0,5042.89,464548.78,180.82,16657.13,45386,4180939,251,Westfield Vélizy 2,France,14.0,104280.1,store_1351,10/11/2023,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,814272.0,60993.0,132.0,,7335.0,0.0,,,,2497.0
1825,33,6804,630.758675947719,240.0,1925.0,7491.55,420109.27,259.14,14532.08,82407,4621202,318,Westfield Mokotow,Poland,5.0,65330.2,store_999,06/09/2010,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,654229.0,,116.4,,133638.0,1674.0,,6071.0,,
1826,16,1767,526.0546408143126,240.0,5094.0,47272.46,1076949.31,1679.08,38252.3,614542,14000341,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_521,01/01/1990,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,1362463.0,,270.0,,386.0,0.0,,,,
1827,17,4414,2134.062750120057,2280.0,5754.0,5198.69,111335.46,185.16,3965.37,67583,1447361,365,Westfield Rosny 2,France,15.0,98221.7,store_2134,06/04/2016,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,1135561.0,,143.0,,-5613.0,0.0,4115.0,,,599.0
1828,10,4714,3127.982130260992,3060.0,1308.0,4752.54,959427.38,168.81,34078.02,61783,12472556,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_517,11/10/2017,2099-01-01 00:00:00,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",4544597.0,24000.0,248.5,,,733.0,,,,
1829,33,6758,377.948258817824,240.0,2218.0,26088.36,789071.27,902.43,27294.92,286972,8679784,318,Westfield Mokotow,Poland,5.0,65330.2,store_930,01/09/2023,2099-01-01 00:00:00,Culture & Media & Technology,Computer Products & Electronics games,Computer products,29687.0,,231.6,,48359.0,3094.0,,47122.0,,
1830,15,428,469.4608276416232,360.0,5409.0,14167.77,387475.38,503.23,13762.79,184181,5037180,366,Westfield Parly 2,France,12.0,108792.5,store_62,22/09/2005,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,,403362.0,203.1,,,0.0,,,,
1831,18,11303,404.6672991363517,360.0,9266.0,23491.5,707441.5,1220.34,36750.21,93966,2829766,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_3256,01/03/2020,2099-01-01 00:00:00,Gifts,Themed Gift,Themed gift,164540.0,3452497.0,206.0,,26945.0,6819.0,,,,1071.0
1832,30,7338,539.383091297985,300.0,1909.0,7060.33,403554.0,407.33,23281.96,21181,1210662,52,Westfield Arkadia,Poland,6.0,77325.5,store_273,23/08/2024,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,751566.93,351967.0,197.0,,18059.0,4265.0,,,,
1833,30,7338,539.383091297985,300.0,1909.0,14671.83,725571.83,615.6,30443.57,88031,4353431,143,Westfield Arkadia,Poland,6.0,77325.5,store_273,23/08/2024,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,751566.93,351967.0,197.0,,18059.0,4265.0,,,,
1834,30,7338,539.383091297985,300.0,1759.0,7060.33,403554.0,407.33,23281.96,21181,1210662,52,Westfield Arkadia,Poland,6.0,77325.5,store_203,08/12/2016,16/05/2024,Fashion apparel,Lingerie & Underwear,Women underwear,,720789.0,0.0,,,5848.0,,,,
1835,30,7338,539.383091297985,300.0,1759.0,14671.83,725571.83,615.6,30443.57,88031,4353431,143,Westfield Arkadia,Poland,6.0,77325.5,store_203,08/12/2016,16/05/2024,Fashion apparel,Lingerie & Underwear,Women underwear,,720789.0,0.0,,,5848.0,,,,
1836,26,6571,474.5276020074187,300.0,11130.0,2731.15,624326.77,97.01,22175.54,35505,8116248,366,Westfield La Maquinista,Spain,64.0,73650.1,store_3896,01/07/2010,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,1122308.0,,146.69,,81163.0,12979.0,,27626.0,,
1837,28,5712,1116.4723188864284,540.0,9832.0,144630.38,693793.31,5137.14,24642.93,1880195,9019313,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_3596,12/11/2015,2099-01-01 00:00:00,Food Stores & Mass Merchandise,Supermarkets,Supermarkets,1052065.0,20004.0,3305.0,,,0.0,,,,52.0
1838,13,7687,304.71096745095093,180.0,52.0,13400.2,504829.8,483.76,18224.9,134002,5048298,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_51,01/03/1999,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,4644422.84,,262.0,,,0.0,2532.0,2368.0,,54336.0
1839,13,7692,420.01806521542767,180.0,146.0,5755.7,878476.1,207.79,31713.94,57557,8784761,277,Westfield Donau Zentrum,Austria,0.0,108440.8,store_139,12/05/2016,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Socks & Pantyhose,1046244.0,,71.0,,5745.0,0.0,3382.0,3390.0,,
1840,15,558,415.8460971791645,300.0,5484.0,18619.54,962331.31,661.35,34181.17,242054,12510307,366,Westfield Parly 2,France,12.0,108792.5,store_1457,10/06/2014,2099-01-01 00:00:00,Home,Furniture & Interior Design,Tableware and kitchen tools,,83627.0,212.34,,,0.0,,,,
1841,15,570,591.1238891792996,240.0,5446.0,1514.89,349656.11,58.26,13448.31,13634,3146905,234,Westfield Parly 2,France,12.0,108792.5,store_1822,25/03/2011,16/12/2023,Fashion apparel,Women's Fashion,Women's Fashion,,73802.0,0.0,,43641.0,0.0,,,,
1842,15,570,591.1238891792996,240.0,5644.0,1514.89,349656.11,58.26,13448.31,13634,3146905,234,Westfield Parly 2,France,12.0,108792.5,store_1709,24/05/2024,2099-01-01 00:00:00,Fashion apparel,Men's Fashion,Men's Fashion,4060900.94,,84.0,,-3305.0,0.0,,23149.0,,
1843,12,2856,472.7886473652243,180.0,4725.0,13268.54,556248.77,471.29,19757.47,172491,7231234,366,Westfield Forum Des Halles,France,19.0,74438.4,store_1093,11/11/2023,2099-01-01 00:00:00,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones accessories,,8034.0,62.0,,386.0,0.0,,,,
1844,26,6484,3227.072718705827,3540.0,11098.0,7579.69,422337.0,269.22,15001.04,98536,5490381,366,Westfield La Maquinista,Spain,64.0,73650.1,store_3907,01/01/2007,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Italian - Service to table restaurants,1221636.37,141240.0,435.74,-12953.0,,15025.0,,39990.0,398.0,
1845,16,1814,344.4265710547992,180.0,5211.0,7050.31,860979.15,250.42,30581.23,91654,11192729,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1849,03/04/2015,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1646740.0,,254.0,,33677.0,0.0,,,,
1847,7,37,510.1431644402668,420.0,5872.0,22145.78,682741.56,794.07,24480.77,199312,6144674,251,Westfield Vélizy 2,France,14.0,104280.1,store_1346,01/01/1996,2099-01-01 00:00:00,Gifts,Themed Gift,Themed gift,5746930.0,65020.0,464.0,,510633.0,7117.0,,15712.0,,32371.0
1848,17,4293,1143.2790198070657,720.0,5764.0,199338.46,2082980.15,7080.33,73985.63,2591400,27078742,366,Westfield Rosny 2,France,15.0,98221.7,store_63,10/12/2016,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,,47354.0,4721.0,,92.0,7556.0,,6192.0,,
1849,25,6275,1346.138403714349,1020.0,11563.0,6767.23,197831.85,240.37,7026.81,87974,2571814,366,Westfield Parquesur,Spain,61.0,91858.1,store_3842,14/03/2023,2099-01-01 00:00:00,Food & Beverage Services,Fast Meal,Sandwiches,186868.0,,549.5,,,8032.0,,6599.0,,831.0
1850,26,6520,624.5315299587442,420.0,11275.0,49344.69,639402.38,1752.68,22711.01,641481,8312231,366,Westfield La Maquinista,Spain,64.0,73650.1,store_995,26/04/2021,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,1870030.0,198648.0,1531.0,,,24019.0,,,1457.0,143449.0
1851,23,6081,383.5901595025682,240.0,10062.0,6978.92,544932.0,247.89,19355.51,90726,7084116,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3495,01/01/2013,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,240141.0,672000.0,130.0,,34462.0,47188.0,,12331.0,,
1852,30,7450,973.5366506153024,360.0,1748.0,1278.0,258793.73,47.98,9715.81,14058,2846731,293,Westfield Arkadia,Poland,6.0,77325.5,store_929,23/01/2016,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,1273841.0,259354.0,53.0,,,0.0,,73846.0,,631.0
1853,15,576,512.2573687994249,240.0,5606.0,5513.62,334477.46,195.84,11880.35,71677,4348207,366,Westfield Parly 2,France,12.0,108792.5,store_2118,19/08/2022,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,,59119.0,115.0,,1340.0,0.0,,13097.0,,
1854,32,11652,1004.2387392976796,180.0,12387.0,13206.83,827075.0,498.37,31210.38,79241,4962450,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_781,30/03/2023,2099-01-01 00:00:00,Sport,Sport Clothes & Equipment,Sport clothes & Outdoor,65707.0,716761.0,305.4,,2434.0,2452.0,,,167.0,
1855,24,2295,2074.443010752688,1620.0,11075.0,1268.31,535455.77,45.05,19018.92,16488,6960925,366,Westfield Glòries,Spain,62.0,35087.8,store_4092,19/09/2022,2099-01-01 00:00:00,Services,Imaterial services,Medical Services,6104367.0,,167.93,,552.0,0.0,,121845.0,,
1856,30,7345,565.6157481950864,300.0,1881.0,9351.64,650101.91,351.09,24406.56,102868,7151121,293,Westfield Arkadia,Poland,6.0,77325.5,store_959,12/09/2023,2099-01-01 00:00:00,Fashion apparel,Matern./Childr. Fash.,Children fashion,1216972.0,,405.0,,2155.0,11757.0,,,,
1857,17,4413,882.8377037562012,420.0,5807.0,1244.46,707147.15,44.2,25117.25,16178,9192913,366,Westfield Rosny 2,France,15.0,98221.7,store_1848,03/10/2020,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Modern Jewellery & Watches,1595815.72,202292.0,141.0,,,0.0,,,,
1858,18,11121,188.45526505157116,120.0,9459.0,6452.0,415818.5,444.97,28677.14,12904,831637,29,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_279,09/12/2022,31/08/2024,Fashion apparel,Family Fashion,Family Fashion,9575758.0,,0.0,,25748.0,2083.0,3227.0,575.0,,
1859,28,5795,399.3117116091005,300.0,10030.0,23202.38,677406.23,824.13,24060.88,301631,8806281,366,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_991,05/10/2023,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,2353678.0,110768.0,589.0,,,0.0,9718.0,7067.0,,140922.0
1860,16,1738,366.93931667516574,180.0,5282.0,19288.77,1077175.31,685.12,38260.33,250754,14003279,366,Westfield Les Quatre Temps,France,20.0,92213.8,store_1444,28/11/2019,2099-01-01 00:00:00,Bags & Footwear & Accessories,Accessories,"Mixed: small accessories, bags and fancy jewellery",,195613.0,18.0,-56783.0,386.0,0.0,,6079.0,746.0,
1861,22,6639,498.03867156029,240.0,4429.0,11540.42,773854.67,410.93,27555.66,138485,9286256,337,Westfield Euralille,France,26.0,58389.7,store_139,27/08/2015,2099-01-01 00:00:00,Fashion apparel,Lingerie & Underwear,Women underwear,320575.0,,59.0,,,0.0,,,,22374.0
1862,25,6167,364.03543812415865,240.0,11541.0,49373.25,733234.88,1803.59,26784.84,394986,5865879,219,Westfield Parquesur,Spain,61.0,91858.1,store_3983,02/10/2021,18/08/2024,Culture & Media & Technology,Mobile Phones & Communication,Mobile Phones & Communication & Internet,3419987.0,67035.0,0.0,,15877.0,-32729.0,,,,3352.0
1863,10,4667,1180.8725490196075,660.0,1255.0,2057.0,421076.62,73.06,14956.27,26741,5473996,366,Westfield Chodov,Czech Republic,4.0,91831.5,store_538,11/10/2017,2099-01-01 00:00:00,Services,Imaterial services,Travel Agency,316807.05,231189.0,61.6,,5916.0,0.0,,,,
1864,18,11156,452.9959799840753,300.0,9347.0,60567.25,607540.75,3146.35,31560.56,242269,2430163,77,Westfield Mall of The Netherlands,Netherlands,54.0,93262.5,store_689,18/11/2020,2099-01-01 00:00:00,Fashion apparel,Women's Fashion,Women's Fashion,,6520139.0,799.0,,,0.0,,,,1153.0
1865,19,7098,2619.0389549801725,2820.0,511.0,5069.82,261739.09,190.99,9860.03,55768,2879130,292,Westfield Shopping City Süd,Austria,1.0,120306.9,store_124,26/01/2016,2099-01-01 00:00:00,Health & Beauty,Hair & Body,"Beauty salons, UVA and nail salons",4808418.0,75379.0,104.0,,144765.0,0.0,,,,
1866,19,7143,536.8130798304891,360.0,385.0,4824.27,522825.0,181.12,19628.24,53067,5751075,293,Westfield Shopping City Süd,Austria,1.0,120306.9,store_311,01/04/2008,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,1696592.47,23666.0,200.0,,95851.0,1255.0,,27539.0,,
1867,23,6082,1442.5950365801175,1320.0,10268.0,5524.62,168308.46,196.23,5978.17,71820,2188010,366,Westfield Täby Centrum,Sweden,57.0,68248.0,store_3779,15/08/2021,2099-01-01 00:00:00,Health & Beauty,Hair & Body,Hairdressers,3328674.47,,123.0,,35176.0,4494.0,,,2758.0,
1868,28,12123,2196.94002587716,840.0,9856.0,14981.44,903647.0,552.59,33331.24,134833,8132823,244,Westfield Mall Of Scandinavia,Sweden,59.0,91385.5,store_21,12/11/2015,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,,,4491.0,,-2142.0,7090.0,,,,137326.0
1869,22,6692,381.79908605065447,180.0,4518.0,11989.67,522074.92,423.16,18426.17,143876,6264899,340,Westfield Euralille,France,26.0,58389.7,store_1919,16/12/2023,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,,85870.0,150.0,,136700.0,7489.0,,,,
1870,30,7412,701.9482668524647,300.0,1801.0,4393.45,500013.0,164.94,18771.82,48328,5500143,293,Westfield Arkadia,Poland,6.0,77325.5,store_953,29/10/2019,2099-01-01 00:00:00,Health & Beauty,Optician,Optician & Sunglasses,1991940.0,1410847.0,82.0,,,0.0,,45820.0,,
1871,30,7404,320.7789287999585,180.0,1850.0,7530.09,572258.91,282.7,21484.12,82831,6294848,293,Westfield Arkadia,Poland,6.0,77325.5,store_964,26/08/2022,2099-01-01 00:00:00,Home,Furniture & Interior Design,Decoration accessories / Design,91074130.0,,318.29,,34281.0,1566.0,,,,
1872,12,2858,668.8419736985111,300.0,4554.0,23603.54,435574.85,849.99,15685.52,306846,5662473,361,Westfield Forum Des Halles,France,19.0,74438.4,store_1332,22/07/2005,2099-01-01 00:00:00,Jewellery,Jewellery & Watches,Gold Classic Jewellery & Watches,,196154.0,114.0,,-1901.0,0.0,,41497.0,,
1873,13,7660,372.6419807671051,240.0,264.0,15625.3,344296.0,568.19,12519.85,156253,3442960,275,Westfield Donau Zentrum,Austria,0.0,108440.8,store_238,06/08/2021,2099-01-01 00:00:00,Home,Furniture & Interior Design,Decoration accessories / Design,,525300.0,365.0,,130.0,0.0,,,,1945.0
1874,17,4272,452.73582615029744,300.0,5830.0,15990.85,1529174.15,567.98,54314.93,207881,19879264,366,Westfield Rosny 2,France,15.0,98221.7,store_1180,29/06/2022,2099-01-01 00:00:00,Health & Beauty,"Perfumery, beautycare",Monobrand mainstream,151881.0,,83.0,,,4512.0,,5380.0,23337.0,40303.0
1875,32,10933,739.9816981756586,480.0,12242.0,119382.5,616065.67,4505.0,23247.76,716295,3696394,159,Westfield Stratford City,United Kingdom,68.0,162896.4,store_2577,13/09/2011,2099-01-01 00:00:00,Culture & Media & Technology,Electronics and household appliances,Monobrand electronics,,17422.0,1640.04,,117602.0,0.0,2423.0,,,
1876,14,5220,1449.1343106180666,720.0,4910.0,23972.77,466593.77,851.49,16573.0,311646,6065719,366,Westfield La Part Dieu,France,17.0,141267.4,store_1556,22/12/2017,2099-01-01 00:00:00,Food & Beverage Services,Service to table restaurants,Asian - Service to table restaurants,5861919.22,15000.0,250.0,,926.0,4168.0,,20491.0,,
1877,15,515,1847.660821774405,600.0,5544.0,3478.85,334021.92,123.57,11864.17,45225,4342285,366,Westfield Parly 2,France,12.0,108792.5,store_1863,28/09/2018,2099-01-01 00:00:00,Fashion apparel,Family Fashion,Family Fashion,15685873.0,75875.0,81.0,,27886.0,3388.0,,36552.0,,
